[2024/05/12 04:47:41] - Namespace(Inc_coeff=1, att_method='tanh', attack_iters=10, batch_size=128, beta_init=100.0, beta_max=100000.0, chkpt_iters=50, dataset='cifar100', epochs=201, epsilon=0.03137254901960784, eq_vol=1, eval_method='sign', lr_chechpoint1=100, lr_chechpoint2=150, lr_max=0.1, lr_schedule='piecewise', manual_step=0, model='WideResNet', momentum=0.9, norm='l_inf', pgd_alpha=2.0, random_init=1, resume=0, seed=1, train_mode='adv_train', tune_period=10, weight_decay=0.0005, width_factor=10)
[2024/05/12 04:47:48] - Epoch 	 Train Time 	 Test Time 	 LR 	 beta 	 	 Train Loss 	 Train Acc 	 Train Adv Loss 	 Train Adv Acc 	 Train Surrogate Loss 	 Train Surrogate Acc 	 Test Loss 	 Test Acc 	 Test Adv Loss 	 Test Adv Acc 	 Test Surrogate Loss 	 Test Surrogate Acc 
[2024/05/13 03:47:02] - 73 		 921.7 	 	 193.9 	 	 0.1000 	 	  100.0 		 1.1075 	 0.7038 	 	 1.5861  	 0.5699  	 	 5.5202 	 0.1284  	 	 1.3321 	 0.6296  	 	 2.1215 	 0.4908  	 	 6.6933 	 0.0657
[2024/05/13 04:05:38] - 74 		 921.7 	 	 193.8 	 	 0.1000 	 	  100.0 		 1.1005 	 0.7052 	 	 1.5758  	 0.5734  	 	 5.5082 	 0.1299  	 	 1.4114 	 0.6144  	 	 2.2154 	 0.4748  	 	 6.6750 	 0.0688
[2024/05/13 04:24:12] - 75 		 920.8 	 	 193.7 	 	 0.1000 	 	  100.0 		 1.1032 	 0.7076 	 	 1.5819  	 0.5735  	 	 5.5214 	 0.1284  	 	 1.3429 	 0.6268  	 	 2.1871 	 0.4820  	 	 6.8463 	 0.0664
[2024/05/13 04:42:48] - 76 		 921.2 	 	 193.9 	 	 0.1000 	 	  100.0 		 1.0992 	 0.7060 	 	 1.5775  	 0.5742  	 	 5.5288 	 0.1284  	 	 1.3433 	 0.6258  	 	 2.2493 	 0.4812  	 	 7.1325 	 0.0594
[2024/05/13 05:01:23] - 77 		 921.6 	 	 193.8 	 	 0.1000 	 	  100.0 		 1.0987 	 0.7086 	 	 1.5785  	 0.5754  	 	 5.5177 	 0.1297  	 	 1.4724 	 0.5953  	 	 2.2754 	 0.4644  	 	 6.7837 	 0.0632
[2024/05/13 05:19:58] - 78 		 921.7 	 	 193.7 	 	 0.1000 	 	  100.0 		 1.0902 	 0.7092 	 	 1.5706  	 0.5757  	 	 5.5316 	 0.1293  	 	 1.4394 	 0.6041  	 	 2.3164 	 0.4720  	 	 6.8481 	 0.0724
[2024/05/13 05:38:34] - 79 		 921.2 	 	 194.0 	 	 0.1000 	 	  100.0 		 1.0958 	 0.7086 	 	 1.5737  	 0.5765  	 	 5.5232 	 0.1315  	 	 1.3926 	 0.6206  	 	 2.2655 	 0.4728  	 	 7.0975 	 0.0561
[2024/05/13 05:57:09] - 80 		 921.4 	 	 193.8 	 	 0.1000 	 	  100.0 		 1.0988 	 0.7050 	 	 1.5777  	 0.5743  	 	 5.5201 	 0.1322  	 	 1.3734 	 0.6239  	 	 2.1103 	 0.4873  	 	 6.3981 	 0.0752
[2024/05/13 06:15:45] - 81 		 921.5 	 	 194.0 	 	 0.1000 	 	  100.0 		 1.0941 	 0.7083 	 	 1.5743  	 0.5738  	 	 5.5119 	 0.1304  	 	 1.4804 	 0.5946  	 	 2.3164 	 0.4563  	 	 6.8863 	 0.0677
[2024/05/13 06:34:20] - 82 		 921.5 	 	 193.8 	 	 0.1000 	 	  100.0 		 1.0897 	 0.7099 	 	 1.5692  	 0.5766  	 	 5.5062 	 0.1299  	 	 1.3765 	 0.6215  	 	 2.3116 	 0.4753  	 	 7.1779 	 0.0675
[2024/05/13 06:52:55] - 83 		 921.1 	 	 193.8 	 	 0.1000 	 	  100.0 		 1.0837 	 0.7098 	 	 1.5603  	 0.5773  	 	 5.5210 	 0.1314  	 	 1.4358 	 0.6105  	 	 2.2879 	 0.4770  	 	 6.9603 	 0.0630
[2024/05/13 07:11:30] - 84 		 921.3 	 	 193.9 	 	 0.1000 	 	  100.0 		 1.0912 	 0.7097 	 	 1.5720  	 0.5751  	 	 5.5217 	 0.1303  	 	 1.3679 	 0.6190  	 	 2.2332 	 0.4743  	 	 6.9657 	 0.0615
[2024/05/13 07:30:05] - 85 		 921.2 	 	 194.0 	 	 0.1000 	 	  100.0 		 1.0775 	 0.7125 	 	 1.5557  	 0.5796  	 	 5.5111 	 0.1314  	 	 1.4297 	 0.6117  	 	 2.5454 	 0.4610  	 	 7.8600 	 0.0674
[2024/05/13 07:48:41] - 86 		 921.8 	 	 193.7 	 	 0.1000 	 	  100.0 		 1.0834 	 0.7103 	 	 1.5642  	 0.5758  	 	 5.5239 	 0.1304  	 	 1.3890 	 0.6144  	 	 2.5045 	 0.4573  	 	 7.8781 	 0.0488
[2024/05/13 08:07:16] - 87 		 921.3 	 	 193.7 	 	 0.1000 	 	  100.0 		 1.0764 	 0.7120 	 	 1.5547  	 0.5790  	 	 5.5281 	 0.1300  	 	 1.3890 	 0.6212  	 	 2.3077 	 0.4716  	 	 7.1669 	 0.0635
[2024/05/13 08:25:50] - 88 		 920.8 	 	 193.6 	 	 0.1000 	 	  100.0 		 1.0786 	 0.7132 	 	 1.5595  	 0.5778  	 	 5.5220 	 0.1319  	 	 1.3871 	 0.6179  	 	 2.1781 	 0.4802  	 	 6.6191 	 0.0652
[2024/05/13 08:44:25] - 89 		 920.9 	 	 194.0 	 	 0.1000 	 	  100.0 		 1.0841 	 0.7078 	 	 1.5703  	 0.5756  	 	 5.5297 	 0.1331  	 	 1.3881 	 0.6191  	 	 2.2784 	 0.4756  	 	 7.1102 	 0.0595
[2024/05/13 09:03:00] - 90 		 920.8 	 	 193.7 	 	 0.1000 	 	  100.0 		 1.0689 	 0.7160 	 	 1.5477  	 0.5805  	 	 5.5245 	 0.1316  	 	 1.3828 	 0.6135  	 	 2.3523 	 0.4736  	 	 7.2729 	 0.0622
