[2024/05/12 02:48:57] - Namespace(Inc_coeff=1, att_method='tanh', attack_iters=10, batch_size=128, beta_init=1.0, beta_max=100000.0, chkpt_iters=50, dataset='cifar100', epochs=201, epsilon=0.03137254901960784, eq_vol=1, eval_method='sign', lr_chechpoint1=100, lr_chechpoint2=150, lr_max=0.1, lr_schedule='piecewise', manual_step=0, model='WideResNet', momentum=0.9, norm='l_inf', pgd_alpha=2.0, random_init=1, resume=0, seed=1, train_mode='adv_train', tune_period=10, weight_decay=0.0005, width_factor=10)
[2024/05/12 02:49:05] - Epoch 	 Train Time 	 Test Time 	 LR 	 beta 	 	 Train Loss 	 Train Acc 	 Train Adv Loss 	 Train Adv Acc 	 Train Surrogate Loss 	 Train Surrogate Acc 	 Test Loss 	 Test Acc 	 Test Adv Loss 	 Test Adv Acc 	 Test Surrogate Loss 	 Test Surrogate Acc 
[2024/05/12 03:08:03] - 0 		 941.1 	 	 196.9 	 	 0.1000 	 	  1.0 		 3.9246 	 0.0933 	 	 3.9263  	 0.0932  	 	 5.1502 	 0.0236  	 	 3.5527 	 0.1414  	 	 3.5560 	 0.1408  	 	 5.9280 	 0.0141
[2024/05/12 03:26:50] - 1 		 929.5 	 	 197.0 	 	 0.1000 	 	  1.0 		 3.2403 	 0.2042 	 	 3.2493  	 0.2027  	 	 6.4601 	 0.0201  	 	 3.0294 	 0.2574  	 	 3.0426 	 0.2564  	 	 8.2651 	 0.0100
[2024/05/12 03:45:36] - 2 		 929.2 	 	 197.2 	 	 0.1000 	 	  1.0 		 2.7560 	 0.2937 	 	 2.7783  	 0.2892  	 	 8.0871 	 0.0131  	 	 2.6175 	 0.3211  	 	 2.6653 	 0.3145  	 	 11.5487 	 0.0035
[2024/05/12 04:04:25] - 3 		 931.4 	 	 196.8 	 	 0.1000 	 	  1.0 		 2.4088 	 0.3616 	 	 2.4417  	 0.3554  	 	 9.5249 	 0.0095  	 	 2.2992 	 0.3925  	 	 2.3407 	 0.3855  	 	 13.7885 	 0.0042
[2024/05/12 04:23:12] - 4 		 930.2 	 	 197.6 	 	 0.1000 	 	  1.0 		 2.1715 	 0.4176 	 	 2.2155  	 0.4077  	 	 10.5804 	 0.0091  	 	 2.0300 	 0.4522  	 	 2.0490 	 0.4520  	 	 13.1946 	 0.0033
[2024/05/12 04:42:01] - 5 		 930.9 	 	 197.4 	 	 0.1000 	 	  1.0 		 1.9943 	 0.4574 	 	 2.0442  	 0.4461  	 	 11.2039 	 0.0091  	 	 1.9347 	 0.4787  	 	 1.9589 	 0.4761  	 	 15.2334 	 0.0030
[2024/05/12 05:00:50] - 6 		 932.5 	 	 197.0 	 	 0.1000 	 	  1.0 		 1.8550 	 0.4901 	 	 1.9119  	 0.4773  	 	 11.7446 	 0.0088  	 	 1.7665 	 0.5075  	 	 1.8181 	 0.4980  	 	 16.1347 	 0.0025
[2024/05/12 05:19:39] - 7 		 931.2 	 	 197.6 	 	 0.1000 	 	  1.0 		 1.7555 	 0.5141 	 	 1.8168  	 0.4996  	 	 12.1221 	 0.0086  	 	 1.7385 	 0.5232  	 	 1.7891 	 0.5118  	 	 16.8017 	 0.0025
[2024/05/12 05:38:26] - 8 		 930.3 	 	 197.0 	 	 0.1000 	 	  1.0 		 1.6844 	 0.5308 	 	 1.7475  	 0.5161  	 	 12.3034 	 0.0091  	 	 1.7134 	 0.5169  	 	 1.7922 	 0.5004  	 	 16.3943 	 0.0019
[2024/05/12 05:57:13] - 9 		 929.9 	 	 196.8 	 	 0.1000 	 	  1.0 		 1.6153 	 0.5473 	 	 1.6818  	 0.5305  	 	 12.5487 	 0.0090  	 	 1.6200 	 0.5569  	 	 1.7003 	 0.5445  	 	 17.7997 	 0.0037
[2024/05/12 06:16:00] - 10 		 929.7 	 	 196.7 	 	 0.1000 	 	  1.0 		 1.5548 	 0.5641 	 	 1.6227  	 0.5476  	 	 12.7094 	 0.0091  	 	 1.6103 	 0.5630  	 	 1.6876 	 0.5455  	 	 18.6890 	 0.0029
[2024/05/12 06:34:46] - 11 		 929.4 	 	 196.9 	 	 0.1000 	 	  1.0 		 1.5182 	 0.5706 	 	 1.5881  	 0.5536  	 	 12.8004 	 0.0084  	 	 1.5111 	 0.5768  	 	 1.5678 	 0.5625  	 	 17.8196 	 0.0040
[2024/05/12 06:53:32] - 12 		 929.9 	 	 196.4 	 	 0.1000 	 	  1.0 		 1.4725 	 0.5866 	 	 1.5428  	 0.5693  	 	 12.9752 	 0.0090  	 	 1.5676 	 0.5707  	 	 1.6340 	 0.5545  	 	 19.9413 	 0.0022
[2024/05/12 07:12:17] - 13 		 928.3 	 	 196.9 	 	 0.1000 	 	  1.0 		 1.4310 	 0.5970 	 	 1.5020  	 0.5782  	 	 13.0717 	 0.0089  	 	 1.5200 	 0.5724  	 	 1.5562 	 0.5665  	 	 17.3979 	 0.0045
[2024/05/12 07:31:02] - 14 		 928.2 	 	 196.6 	 	 0.1000 	 	  1.0 		 1.4050 	 0.6038 	 	 1.4784  	 0.5841  	 	 13.0943 	 0.0100  	 	 1.4866 	 0.5874  	 	 1.5874 	 0.5683  	 	 18.8385 	 0.0017
[2024/05/12 07:49:47] - 15 		 928.4 	 	 196.4 	 	 0.1000 	 	  1.0 		 1.3658 	 0.6122 	 	 1.4417  	 0.5929  	 	 13.1917 	 0.0093  	 	 1.5215 	 0.5866  	 	 1.5711 	 0.5798  	 	 19.6733 	 0.0031
[2024/05/12 08:08:32] - 16 		 928.0 	 	 196.4 	 	 0.1000 	 	  1.0 		 1.3401 	 0.6191 	 	 1.4151  	 0.6006  	 	 13.1779 	 0.0096  	 	 1.4968 	 0.5886  	 	 1.5333 	 0.5813  	 	 18.7316 	 0.0041
[2024/05/12 08:27:17] - 17 		 928.5 	 	 196.7 	 	 0.1000 	 	  1.0 		 1.3151 	 0.6287 	 	 1.3912  	 0.6088  	 	 13.2210 	 0.0099  	 	 1.5018 	 0.5945  	 	 1.5804 	 0.5766  	 	 20.1022 	 0.0023
[2024/05/12 08:46:02] - 18 		 928.4 	 	 196.3 	 	 0.1000 	 	  1.0 		 1.2963 	 0.6296 	 	 1.3739  	 0.6093  	 	 13.3809 	 0.0100  	 	 1.5000 	 0.5897  	 	 1.5940 	 0.5703  	 	 19.3144 	 0.0023
[2024/05/12 09:04:46] - 19 		 928.1 	 	 196.5 	 	 0.1000 	 	  1.0 		 1.2855 	 0.6333 	 	 1.3625  	 0.6137  	 	 13.2846 	 0.0097  	 	 1.4742 	 0.5963  	 	 1.5524 	 0.5824  	 	 20.7322 	 0.0035
[2024/05/12 09:23:31] - 20 		 928.0 	 	 196.4 	 	 0.1000 	 	  1.0 		 1.2588 	 0.6404 	 	 1.3366  	 0.6212  	 	 13.4322 	 0.0105  	 	 1.3725 	 0.6180  	 	 1.4886 	 0.5961  	 	 19.9134 	 0.0013
[2024/05/12 09:42:15] - 21 		 927.9 	 	 196.2 	 	 0.1000 	 	  1.0 		 1.2414 	 0.6445 	 	 1.3207  	 0.6251  	 	 13.5475 	 0.0100  	 	 1.5235 	 0.5873  	 	 1.5984 	 0.5737  	 	 22.1666 	 0.0015
[2024/05/12 10:01:00] - 22 		 928.1 	 	 196.5 	 	 0.1000 	 	  1.0 		 1.2206 	 0.6502 	 	 1.2986  	 0.6303  	 	 13.5394 	 0.0100  	 	 1.4770 	 0.5986  	 	 1.5517 	 0.5822  	 	 21.2359 	 0.0009
[2024/05/12 10:19:44] - 23 		 927.7 	 	 196.4 	 	 0.1000 	 	  1.0 		 1.2094 	 0.6522 	 	 1.2891  	 0.6308  	 	 13.5338 	 0.0108  	 	 1.4244 	 0.6091  	 	 1.5270 	 0.5901  	 	 21.8131 	 0.0022
[2024/05/12 10:38:28] - 24 		 927.8 	 	 196.1 	 	 0.1000 	 	  1.0 		 1.1974 	 0.6576 	 	 1.2767  	 0.6371  	 	 13.5436 	 0.0109  	 	 1.4142 	 0.6061  	 	 1.4817 	 0.5941  	 	 19.7827 	 0.0020
[2024/05/12 10:57:12] - 25 		 928.3 	 	 196.1 	 	 0.1000 	 	  1.0 		 1.1816 	 0.6610 	 	 1.2612  	 0.6413  	 	 13.5783 	 0.0115  	 	 1.5188 	 0.5936  	 	 1.5592 	 0.5855  	 	 20.9259 	 0.0020
[2024/05/12 11:15:57] - 26 		 927.8 	 	 196.7 	 	 0.1000 	 	  1.0 		 1.1764 	 0.6625 	 	 1.2567  	 0.6419  	 	 13.6325 	 0.0111  	 	 1.4230 	 0.6162  	 	 1.5262 	 0.5914  	 	 21.1566 	 0.0035
[2024/05/12 11:34:42] - 27 		 928.5 	 	 196.5 	 	 0.1000 	 	  1.0 		 1.1577 	 0.6672 	 	 1.2376  	 0.6462  	 	 13.6307 	 0.0117  	 	 1.4041 	 0.6191  	 	 1.4950 	 0.6015  	 	 21.1198 	 0.0034
[2024/05/12 11:53:26] - 28 		 928.5 	 	 196.1 	 	 0.1000 	 	  1.0 		 1.1483 	 0.6691 	 	 1.2289  	 0.6480  	 	 13.7367 	 0.0115  	 	 1.3368 	 0.6317  	 	 1.4344 	 0.6071  	 	 20.2341 	 0.0008
[2024/05/12 12:12:11] - 29 		 928.1 	 	 196.5 	 	 0.1000 	 	  1.0 		 1.1499 	 0.6718 	 	 1.2315  	 0.6490  	 	 13.7183 	 0.0111  	 	 1.3811 	 0.6217  	 	 1.4749 	 0.6041  	 	 21.4415 	 0.0032
[2024/05/12 12:30:55] - 30 		 928.1 	 	 196.3 	 	 0.1000 	 	  1.0 		 1.1377 	 0.6747 	 	 1.2178  	 0.6524  	 	 13.6707 	 0.0119  	 	 1.4120 	 0.6207  	 	 1.4869 	 0.6052  	 	 20.9114 	 0.0019
