[2024/05/13 20:36:56] - Namespace(att_method='norm_steep', attack_iters=10, batch_size=128, beta=2.0, chkpt_iters=50, dataset='svhn', epochs=201, epsilon=0.03137254901960784, eq_vol=1, eval_method='sign', lr_chechpoint1=100, lr_chechpoint2=150, lr_max=0.01, lr_schedule='piecewise', manual_step=0, model='PreRes18_standard', momentum=0.9, norm='l_inf', pgd_alpha=1.0, random_init=1, resume=0, seed=2, train_mode='adv_train', weight_decay=0.0005, width_factor=10)
[2024/05/13 20:36:59] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Adv Loss 	 Train Adv Acc 	 Train Surrogate Loss 	 Train Surrogate Acc 	 Test Loss 	 Test Acc 	 Test Adv Loss 	 Test Adv Acc 	 Test Surrogate Loss 	 Test Surrogate Acc 
[2024/05/13 20:42:32] - 0 		 236.8 	 	 95.4 	 	 0.0100  		 2.2476 	 0.1871 	 	 2.2700  	 0.1837  	 	 2.2759 	 0.1827  	 	 2.2197 	 0.1959  	 	 2.2350 	 0.1959  	 	 2.2401 	 0.1959
[2024/05/13 20:47:57] - 1 		 230.4 	 	 94.5 	 	 0.0100  		 2.2199 	 0.1943 	 	 2.2384  	 0.1887  	 	 2.2448 	 0.1867  	 	 2.1043 	 0.2439  	 	 2.1794 	 0.2190  	 	 2.2076 	 0.2106
[2024/05/13 20:53:22] - 2 		 230.1 	 	 95.1 	 	 0.0100  		 1.4070 	 0.5662 	 	 1.7960  	 0.3707  	 	 1.9758 	 0.3034  	 	 0.7431 	 0.8035  	 	 1.3528 	 0.5459  	 	 1.6539 	 0.4461
[2024/05/13 20:58:47] - 3 		 230.1 	 	 94.9 	 	 0.0100  		 0.7106 	 0.8259 	 	 1.2990  	 0.5538  	 	 1.5952 	 0.4549  	 	 0.6890 	 0.8249  	 	 1.2698 	 0.5789  	 	 1.5574 	 0.4827
[2024/05/13 21:04:14] - 4 		 230.8 	 	 96.1 	 	 0.0100  		 0.5912 	 0.8609 	 	 1.1676  	 0.5964  	 	 1.4735 	 0.4970  	 	 0.5201 	 0.8793  	 	 1.1501 	 0.6094  	 	 1.5101 	 0.4916
[2024/05/13 21:09:40] - 5 		 230.6 	 	 96.0 	 	 0.0100  		 0.5352 	 0.8776 	 	 1.1025  	 0.6182  	 	 1.4168 	 0.5149  	 	 0.4736 	 0.8910  	 	 1.0963 	 0.6317  	 	 1.4600 	 0.5196
[2024/05/13 21:15:07] - 6 		 230.7 	 	 95.7 	 	 0.0100  		 0.4992 	 0.8857 	 	 1.0545  	 0.6344  	 	 1.3716 	 0.5308  	 	 0.5708 	 0.8711  	 	 1.1065 	 0.6304  	 	 1.3915 	 0.5315
[2024/05/13 21:20:28] - 7 		 229.3 	 	 92.1 	 	 0.0100  		 0.4687 	 0.8947 	 	 1.0150  	 0.6476  	 	 1.3355 	 0.5425  	 	 0.4552 	 0.9029  	 	 1.0515 	 0.6450  	 	 1.4074 	 0.5265
[2024/05/13 21:25:50] - 8 		 229.2 	 	 92.3 	 	 0.0100  		 0.4475 	 0.9006 	 	 0.9846  	 0.6559  	 	 1.3087 	 0.5499  	 	 0.5048 	 0.9030  	 	 1.0961 	 0.6446  	 	 1.4462 	 0.5223
[2024/05/13 21:31:13] - 9 		 230.2 	 	 92.9 	 	 0.0100  		 0.4288 	 0.9053 	 	 0.9590  	 0.6644  	 	 1.2865 	 0.5567  	 	 0.4903 	 0.8943  	 	 1.0515 	 0.6524  	 	 1.3708 	 0.5515
