[2024/05/17 21:20:08] - Namespace(att_method='norm_steep', attack_iters=10, batch_size=128, beta=4.0, chkpt_iters=50, dataset='cifar10', epochs=201, epsilon=0.03137254901960784, eq_vol=1, eval_method='sign', lr_chechpoint1=100, lr_chechpoint2=150, lr_max=0.1, lr_schedule='piecewise', manual_step=0, model='PreRes18_standard', momentum=0.9, norm='l_inf', pgd_alpha=2.0, random_init=1, resume=0, seed=1, train_mode='adv_train', weight_decay=0.0005, width_factor=10)
[2024/05/17 21:20:12] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Adv Loss 	 Train Adv Acc 	 Train Surrogate Loss 	 Train Surrogate Acc 	 Test Loss 	 Test Acc 	 Test Adv Loss 	 Test Adv Acc 	 Test Surrogate Loss 	 Test Surrogate Acc 
[2024/05/17 21:24:32] - 0 		 213.3 	 	 46.9 	 	 0.1000  		 1.9672 	 0.2721 	 	 2.1347  	 0.2036  	 	 2.1462 	 0.2000  	 	 1.7177 	 0.3763  	 	 1.9538 	 0.2759  	 	 1.9719 	 0.2684
[2024/05/17 21:28:45] - 1 		 206.2 	 	 46.5 	 	 0.1000  		 1.7173 	 0.3778 	 	 1.9641  	 0.2612  	 	 1.9829 	 0.2551  	 	 1.5869 	 0.4363  	 	 1.8807 	 0.2894  	 	 1.9056 	 0.2776
[2024/05/17 21:32:58] - 2 		 206.8 	 	 46.6 	 	 0.1000  		 1.5880 	 0.4313 	 	 1.8794  	 0.2923  	 	 1.9021 	 0.2838  	 	 1.4938 	 0.4604  	 	 1.7964 	 0.3233  	 	 1.8215 	 0.3125
[2024/05/17 21:37:11] - 3 		 205.7 	 	 46.7 	 	 0.1000  		 1.4842 	 0.4832 	 	 1.8112  	 0.3171  	 	 1.8374 	 0.3081  	 	 1.3555 	 0.5355  	 	 1.7248 	 0.3411  	 	 1.7571 	 0.3305
[2024/05/17 21:41:23] - 4 		 206.1 	 	 46.6 	 	 0.1000  		 1.3854 	 0.5243 	 	 1.7482  	 0.3382  	 	 1.7783 	 0.3284  	 	 1.2774 	 0.5485  	 	 1.7153 	 0.3554  	 	 1.7560 	 0.3410
[2024/05/17 21:45:36] - 5 		 205.7 	 	 46.8 	 	 0.1000  		 1.3110 	 0.5586 	 	 1.6969  	 0.3572  	 	 1.7300 	 0.3451  	 	 1.3118 	 0.5328  	 	 1.7323 	 0.3511  	 	 1.7696 	 0.3392
[2024/05/17 21:49:49] - 6 		 206.1 	 	 46.7 	 	 0.1000  		 1.2465 	 0.5911 	 	 1.6523  	 0.3791  	 	 1.6881 	 0.3649  	 	 1.1888 	 0.6036  	 	 1.6367 	 0.3844  	 	 1.6800 	 0.3642
[2024/05/17 21:54:01] - 7 		 205.8 	 	 46.7 	 	 0.1000  		 1.1953 	 0.6134 	 	 1.6178  	 0.3902  	 	 1.6562 	 0.3763  	 	 1.1296 	 0.5973  	 	 1.6184 	 0.3841  	 	 1.6667 	 0.3662
[2024/05/17 21:58:13] - 8 		 205.1 	 	 46.8 	 	 0.1000  		 1.1575 	 0.6300 	 	 1.5900  	 0.3988  	 	 1.6302 	 0.3833  	 	 1.0683 	 0.6415  	 	 1.5476 	 0.4083  	 	 1.5952 	 0.3910
[2024/05/17 22:02:28] - 9 		 207.4 	 	 47.5 	 	 0.1000  		 1.1259 	 0.6414 	 	 1.5676  	 0.4053  	 	 1.6093 	 0.3889  	 	 1.0358 	 0.6595  	 	 1.5694 	 0.4053  	 	 1.6252 	 0.3840
[2024/05/17 22:06:37] - 10 		 203.0 	 	 45.9 	 	 0.1000  		 1.0990 	 0.6542 	 	 1.5463  	 0.4137  	 	 1.5894 	 0.3981  	 	 1.0600 	 0.6631  	 	 1.5677 	 0.4177  	 	 1.6182 	 0.3991
[2024/05/17 22:10:45] - 11 		 202.4 	 	 46.3 	 	 0.1000  		 1.0764 	 0.6625 	 	 1.5307  	 0.4202  	 	 1.5749 	 0.4026  	 	 1.0070 	 0.6680  	 	 1.5825 	 0.4004  	 	 1.6445 	 0.3794
[2024/05/17 22:14:57] - 12 		 205.3 	 	 46.1 	 	 0.1000  		 1.0641 	 0.6674 	 	 1.5229  	 0.4236  	 	 1.5680 	 0.4062  	 	 0.9811 	 0.6703  	 	 1.5196 	 0.4313  	 	 1.5741 	 0.4086
[2024/05/17 22:19:04] - 13 		 201.1 	 	 45.7 	 	 0.1000  		 1.0404 	 0.6781 	 	 1.5040  	 0.4323  	 	 1.5500 	 0.4143  	 	 0.9883 	 0.6838  	 	 1.5043 	 0.4295  	 	 1.5568 	 0.4074
[2024/05/17 22:23:11] - 14 		 201.5 	 	 45.6 	 	 0.1000  		 1.0249 	 0.6840 	 	 1.4929  	 0.4356  	 	 1.5399 	 0.4176  	 	 0.9955 	 0.6820  	 	 1.4980 	 0.4367  	 	 1.5497 	 0.4135
[2024/05/17 22:27:18] - 15 		 201.5 	 	 45.5 	 	 0.1000  		 1.0185 	 0.6834 	 	 1.4856  	 0.4373  	 	 1.5327 	 0.4203  	 	 0.9805 	 0.6877  	 	 1.4810 	 0.4445  	 	 1.5320 	 0.4210
[2024/05/17 22:31:25] - 16 		 201.5 	 	 45.7 	 	 0.1000  		 1.0038 	 0.6921 	 	 1.4760  	 0.4412  	 	 1.5242 	 0.4217  	 	 0.9267 	 0.7123  	 	 1.4969 	 0.4358  	 	 1.5569 	 0.4129
[2024/05/17 22:35:32] - 17 		 201.2 	 	 46.1 	 	 0.1000  		 0.9874 	 0.6969 	 	 1.4630  	 0.4454  	 	 1.5119 	 0.4272  	 	 0.9666 	 0.6716  	 	 1.4827 	 0.4454  	 	 1.5340 	 0.4258
[2024/05/17 22:39:39] - 18 		 201.2 	 	 45.7 	 	 0.1000  		 0.9839 	 0.7018 	 	 1.4601  	 0.4464  	 	 1.5093 	 0.4284  	 	 0.9266 	 0.7045  	 	 1.4731 	 0.4414  	 	 1.5310 	 0.4184
[2024/05/17 22:43:47] - 19 		 201.6 	 	 45.7 	 	 0.1000  		 0.9731 	 0.7015 	 	 1.4505  	 0.4501  	 	 1.5002 	 0.4304  	 	 1.0403 	 0.6758  	 	 1.6595 	 0.4060  	 	 1.7233 	 0.3819
[2024/05/17 22:47:54] - 20 		 201.8 	 	 45.8 	 	 0.1000  		 0.9664 	 0.7059 	 	 1.4448  	 0.4521  	 	 1.4947 	 0.4337  	 	 0.9570 	 0.6997  	 	 1.4743 	 0.4466  	 	 1.5257 	 0.4282
[2024/05/17 22:52:02] - 21 		 202.1 	 	 45.5 	 	 0.1000  		 0.9581 	 0.7104 	 	 1.4387  	 0.4554  	 	 1.4893 	 0.4360  	 	 0.9987 	 0.6854  	 	 1.5393 	 0.4211  	 	 1.5961 	 0.3975
[2024/05/17 22:56:10] - 22 		 201.5 	 	 46.4 	 	 0.1000  		 0.9519 	 0.7126 	 	 1.4344  	 0.4579  	 	 1.4855 	 0.4388  	 	 0.9422 	 0.6993  	 	 1.5447 	 0.4271  	 	 1.6067 	 0.4034
